Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Developer,Rating,Critic_Score
PS2,2006,Role-Playing,Rising Star Games,0.11,0.08,0,0.03,0.22,Career Soft,T,60
GBA,2003,Action,Tomy Corporation,0.16,0.06,0,0,0.22,Aspect,E10+,60
PS2,2002,Racing,Activision,0.11,0.08,0,0.03,0.22,Stealth Studios,T,60
GC,2005,Misc,Namco Bandai Games,0.17,0.04,0,0.01,0.21,Backbone Vancouver,E10+,60
PS2,2005,Misc,Take-Two Interactive,0.1,0.08,0,0.03,0.21,Coresoft,T,60
Wii,2007,Platform,Vivendi Games,0.18,0.02,0,0.02,0.21,Krome Studios,E10+,60
PS3,2007,Shooter,Codemasters,0.17,0.01,0,0.02,0.2,"Mercury Steam, Alchemic Productions",M,60
GBA,2005,Misc,Namco Bandai Games,0.14,0.05,0,0,0.2,Backbone Vancouver,E,60
3DS,2016,Action,Warner Bros. Interactive Entertainment,0.07,0.09,0.01,0.01,0.19,TT Games,E10+,60
PSP,2009,Action,Activision,0.13,0.03,0,0.03,0.19,Griptonite Games,T,60
X360,2009,Role-Playing,Deep Silver,0.07,0.11,0,0.01,0.19,Piranha Bytes,M,60
PS3,2010,Simulation,Konami Digital Entertainment,0.12,0.05,0,0.02,0.19,Konami,E10+,60
PSV,2014,Adventure,Marvelous Interactive,0.08,0.01,0.06,0.03,0.18,5pb,M,60
GC,2002,Action,Midway Games,0.14,0.04,0,0,0.18,Midway,T,60
PS,2000,Sports,Empire Interactive,0.1,0.07,0,0.01,0.18,Bitmap Brothers,E,60
X360,2011,Action,Sega,0.11,0.05,0,0.01,0.17,Next Level Games,T,60
X360,N/A,Action,Unknown,0.15,0,0,0.01,0.16,Telltale Games,T,60
X360,2009,Action,Activision,0.14,0,0,0.01,0.16,FUN Labs,E10+,60
3DS,2011,Adventure,Ubisoft,0.07,0.07,0,0.01,0.15,Ubisoft,T,60
PSP,2009,Fighting,Namco Bandai Games,0.14,0,0,0.01,0.15,Racjin,T,60
PSV,2016,Role-Playing,Namco Bandai Games,0,0.04,0.1,0.01,0.15,Bandai Namco Games,T,60
GC,2007,Action,THQ,0.11,0.03,0,0,0.14,Asobo Studio,E,60
X360,2012,Role-Playing,Deep Silver,0.05,0.08,0,0.01,0.14,Piranha Bytes,M,60
GC,2006,Adventure,THQ,0.11,0.03,0,0,0.14,Artificial Mind and Movement,E10+,60
GC,2002,Racing,Ubisoft,0.11,0.03,0,0,0.14,Ubisoft,E,60
X360,2010,Action,Electronic Arts,0.1,0.03,0,0.01,0.14,EA Bright Light,E,60
GC,2002,Platform,Konami Digital Entertainment,0.1,0.03,0,0,0.13,Konami,E,60
DS,2007,Puzzle,Funsta,0.1,0.01,0,0.01,0.13,Hot Lava Games,E,60
PS2,2007,Role-Playing,Rising Star Games,0.05,0.04,0.02,0.01,0.13,Sting,T,60
X360,2009,Shooter,Activision,0.12,0,0,0.01,0.13,Activision,T,60
Wii,2008,Simulation,Majesco Entertainment,0.1,0.02,0,0.01,0.12,Super X Studios,E,60
XB,2002,Racing,BAM! Entertainment,0.09,0.03,0,0,0.12,I-Imagine,T,60
DS,2007,Misc,Gameloft,0.1,0,0,0.01,0.11,Ubisoft,E10+,60
PS2,2002,Shooter,Namco Bandai Games,0.05,0.04,0,0.01,0.11,Namco,T,60
XOne,2015,Sports,Electronic Arts,0.09,0.01,0,0.01,0.11,EA Sports,E,60
X360,2014,Adventure,Namco Bandai Games,0.05,0.04,0,0.01,0.11,Vicious Cycle,E10+,60
XB,2005,Sports,Electronic Arts,0.08,0.02,0,0,0.1,EA Canada,E,60
PSP,2007,Action,Activision,0.09,0,0,0.01,0.1,Raylight Studios,E,60
GBA,2002,Platform,Ubisoft,0.07,0.03,0,0,0.1,Visual Impact,E,60
PS2,2001,Role-Playing,Metro 3D,0.05,0.04,0,0.01,0.1,From Software,T,60
Wii,2009,Action,D3Publisher,0.09,0,0,0.01,0.1,High Voltage Software,E10+,60
X360,2011,Misc,THQ,0.05,0.03,0,0.01,0.09,Eurocom Entertainment Software,E10+,60
XB,2005,Action,Vivendi Games,0.07,0.02,0,0,0.09,Eurocom Entertainment Software,E,60
DS,2008,Strategy,Rising Star Games,0.07,0,0.02,0.01,0.09,Genki,E10+,60
DS,2006,Adventure,505 Games,0.06,0.02,0,0.01,0.09,BeeWorks,E10+,60
DS,2006,Action,Sega,0.08,0,0,0.01,0.09,Backbone Entertainment,E,60
Wii,2008,Adventure,Capcom,0.08,0,0,0.01,0.08,High Voltage Software,T,60
DS,2009,Action,D3Publisher,0.08,0,0,0.01,0.08,OneNine Studios,E10+,60
DS,2008,Action,Vivendi Games,0.07,0,0,0.01,0.08,Stormfront Studios,E10+,60
3DS,2014,Adventure,Namco Bandai Games,0.03,0.04,0,0.01,0.08,Vicious Cycle,E10+,60
PS4,2016,Shooter,Capcom,0.06,0,0,0.01,0.08,Capcom,M,60
PS2,2005,Action,Namco Bandai Games,0.04,0.03,0,0.01,0.08,Namco,T,60
X360,2010,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0,0.01,0.07,Krome Studios,E10+,60
PSV,2014,Role-Playing,Nippon Ichi Software,0.02,0.01,0.03,0.01,0.07,Kadokawa,M,60
GC,2002,Sports,Acclaim Entertainment,0.05,0.01,0,0,0.06,"Z-Axis, Ltd.",M,60
DS,2008,Simulation,Square Enix,0.06,0,0,0,0.06,Taito Corporation,E,60
XOne,2016,Fighting,Namco Bandai Games,0.03,0.02,0,0.01,0.06,Spike Chunsoft,T,60
PS4,2016,Role-Playing,Focus Home Interactive,0.02,0.04,0,0.01,0.06,Spiders,M,60
PS2,2005,Action,Tecmo Koei,0.03,0.02,0,0.01,0.06,Paon Corporation,M,60
XOne,2015,Action,Ubisoft,0.05,0,0,0.01,0.06,Krome Studios,,60
Wii,2010,Adventure,Hudson Soft,0.05,0,0,0,0.06,Hudson Entertainment,E,60
XB,2005,Action,SCi,0.04,0.01,0,0,0.06,Bits Studios,M,60
PSP,2006,Role-Playing,Atari,0.05,0,0,0,0.06,Hit Maker,E10+,60
PSP,2005,Role-Playing,Midas Interactive Entertainment,0.05,0,0,0,0.06,Idea Factory,T,60
DS,2007,Role-Playing,Rising Star Games,0.05,0,0,0,0.06,Amble,E10+,60
XB,2003,Racing,Acclaim Entertainment,0.04,0.01,0,0,0.05,Climax Group,E,60
PC,2011,Simulation,Ubisoft,0,0.04,0,0.01,0.05,1C: Maddox Games,T,60
DS,2008,Role-Playing,Sting,0.05,0,0,0,0.05,Suzak,E10+,60
GC,2002,Fighting,Konami Digital Entertainment,0,0,0.05,0,0.05,Konami,T,60
DS,2006,Fighting,Majesco Entertainment,0.05,0,0,0,0.05,Arc System Works,T,60
GC,2003,Sports,Atari,0.04,0.01,0,0,0.05,Bandai,E,60
PS2,2004,Sports,Jaleco,0.02,0.02,0,0.01,0.05,Blade Interactive,E,60
XB,2005,Misc,Crave Entertainment,0.03,0.01,0,0,0.05,Crave,E,60
PS2,2006,Fighting,Crave Entertainment,0.02,0.02,0,0.01,0.04,SNK Playmore,T,60
GC,2004,Action,Konami Digital Entertainment,0.03,0.01,0,0,0.04,Krome Studios,T,60
GBA,2002,Shooter,BAM! Entertainment,0.03,0.01,0,0,0.04,Graphic State,E,60
X360,2006,Fighting,Ubisoft,0.04,0,0,0,0.04,G.Rev,T,60
PSP,2009,Action,D3Publisher,0.04,0,0,0,0.04,High Voltage Software,E10+,60
PC,2011,Racing,1C Company,0,0.03,0,0,0.04,Avalon Style,,60
PS2,2004,Adventure,Indie Games,0.02,0.01,0,0,0.04,From Software,T,60
GBA,2003,Action,Ubisoft,0.02,0.01,0,0,0.03,Ubisoft Shanghai,T,60
XB,2005,Shooter,Hip Interactive,0.03,0.01,0,0,0.03,Asobo Studio,M,60
DS,2007,Simulation,Conspiracy Entertainment,0.03,0,0,0,0.03,Zen Studios,E,60
PSP,2010,Role-Playing,Idea Factory,0.03,0,0,0,0.03,Opus Studio,T,60
DS,2009,Misc,Tomy Corporation,0.02,0,0,0,0.03,Tomy Corporation,E,60
XB,2005,Shooter,DreamCatcher Interactive,0.02,0.01,0,0,0.02,Mindware Studios,T,60
XB,2002,Racing,Empire Interactive,0.02,0.01,0,0,0.02,Razorworks Studios,E,60
PSP,2006,Puzzle,Mumbo Jumbo,0.02,0,0,0,0.02,MumboJumbo,E,60
DS,N/A,Platform,Unknown,0.02,0,0,0,0.02,Climax Entertainment,E10+,60
PSP,2007,Puzzle,D3Publisher,0.02,0,0,0,0.02,Metia Interactive,E,60
DS,2006,Puzzle,O3 Entertainment,0.02,0,0,0,0.02,oeFun,E,60
Wii,2010,Action,Majesco Entertainment,0.02,0,0,0,0.02,Boomzap,E10+,60
PSP,2006,Misc,Konami Digital Entertainment,0.01,0,0,0,0.02,Konami,E,60
PC,2011,Strategy,Unknown,0,0.01,0,0,0.01,SimBin,E10+,60
X360,2010,Misc,Microsoft Game Studios,15,4.89,0.24,1.69,21.81,Good Science Studio,E,61
PS2,2005,Misc,Namco Bandai Games,2.08,1.35,0,0.54,3.98,Digital Eclipse,E10+,61
Wii,2007,Simulation,505 Games,1.41,1.12,0.05,0.3,2.89,OfficeCreate,E,61
PS4,2014,Racing,Ubisoft,0.35,1.08,0.03,0.26,1.72,"Ubisoft Reflections, Ivory Tower",T,61
GC,2003,Racing,Nintendo,1.01,0.11,0.45,0.04,1.62,HAL Labs,E,61
X360,2010,Action,LucasArts,0.95,0.37,0,0.11,1.43,LucasArts,T,61
PS2,2002,Shooter,Acclaim Entertainment,0.64,0.5,0,0.17,1.31,Acclaim,M,61
XB,2005,Action,Activision,0.82,0.38,0,0.04,1.24,Double Helix Games,T,61
Wii,2007,Racing,Electronic Arts,0.53,0.45,0,0.12,1.1,EA Games,E10+,61
XB,2001,Racing,Electronic Arts,0.78,0.26,0,0.01,1.05,Fox Interactive,T,61
Wii,2011,Action,Disney Interactive Studios,0.64,0.28,0,0.1,1.02,Eurocom Entertainment Software,E10+,61
DS,2007,Simulation,Game Factory,0.85,0.01,0,0.07,0.93,Neko Entertainment,E,61
PS,2000,Action,Electronic Arts,0.51,0.35,0,0.06,0.92,Black Ops Entertainment,T,61
3DS,2013,Action,Warner Bros. Interactive Entertainment,0.42,0.36,0.04,0.07,0.9,TT Games,E10+,61
DS,2008,Action,LucasArts,0.5,0.28,0,0.09,0.88,n-Space,T,61
X360,N/A,Action,Warner Bros. Interactive Entertainment,0.52,0.24,0,0.08,0.84,Snowblind Studios,M,61
PS2,2003,Sports,Sony Computer Entertainment,0.32,0.25,0,0.08,0.66,989 Sports,E,61
3DS,2011,Platform,Ubisoft,0.23,0.35,0,0.06,0.64,Ubisoft Casablanca,E,61
PS3,2010,Action,Capcom,0.17,0.04,0.4,0.02,0.64,Capcom,T,61
PS2,2009,Platform,Sony Computer Entertainment,0.13,0.18,0,0.29,0.6,Sanzaru Games,E10+,61
PSP,2007,Shooter,Ubisoft,0.35,0.09,0,0.08,0.53,"High Voltage Software, Ubisoft Paris",T,61
PS4,2015,Action,Electronic Arts,0.18,0.25,0,0.08,0.52,EA Tiburon,E,61
DS,2004,Action,Activision,0.41,0.02,0.03,0.04,0.49,Vicarious Visions,E,61
XB,2004,Shooter,Electronic Arts,0.34,0.13,0,0.02,0.49,EA LA,T,61
DS,2009,Shooter,LucasArts,0.42,0.03,0,0.04,0.49,n-Space,E10+,61
PS2,2002,Fighting,Activision,0.23,0.18,0,0.06,0.47,Paradox Development,T,61
PS3,2011,Racing,THQ,0.24,0.15,0,0.07,0.46,THQ Digital Studio Phoenix,E,61
PS3,2013,Action,Activision,0.23,0.14,0,0.08,0.45,High Moon Studios,M,61
PSV,2013,Action,Warner Bros. Interactive Entertainment,0.16,0.17,0,0.1,0.42,Armature Studio,T,61
PSP,2007,Action,Disney Interactive Studios,0.15,0.17,0,0.1,0.42,Eurocom Entertainment Software,T,61
DS,2009,Fighting,THQ,0.36,0.02,0,0.03,0.41,THQ,E10+,61
PS2,2001,Racing,Acclaim Entertainment,0.2,0.15,0,0.05,0.4,Acclaim Studios Cheltenham,E,61
Wii,2009,Simulation,Electronic Arts,0.35,0.02,0,0.03,0.4,Maxis,E10+,61
3DS,2012,Action,Warner Bros. Interactive Entertainment,0.2,0.16,0,0.03,0.39,TT Games,E10+,61
3DS,2011,Action,Tecmo Koei,0.12,0.05,0.2,0.01,0.39,Omega Force,T,61
PSP,2009,Fighting,Namco Bandai Games,0.13,0.04,0.19,0.03,0.38,CyberConnect2,T,61
GC,2006,Platform,Activision,0.27,0.07,0,0.01,0.35,Edge of Reality,E10+,61
DS,2009,Action,Eidos Interactive,0.16,0.15,0,0.04,0.34,Magic Pockets,E10+,61
XB,2005,Shooter,NovaLogic,0.25,0.07,0,0.01,0.34,Climax Group,T,61
3DS,2015,Fighting,Namco Bandai Games,0.12,0.03,0.16,0.02,0.33,Arc System Works,T,61
PS3,2012,Racing,Codemasters,0.06,0.19,0,0.06,0.32,Codemasters,E,61
PS3,2013,Role-Playing,Square Enix,0.1,0,0.19,0.02,0.31,Access Games,M,61
PS2,2005,Adventure,Sony Computer Entertainment,0.15,0.12,0,0.04,0.3,Idol Minds,E10+,61
X360,2011,Fighting,Ubisoft,0.18,0.09,0,0.03,0.3,Ubisoft,E10+,61
X360,2009,Action,THQ,0.2,0.07,0,0.03,0.29,Heavy Iron Studios,E10+,61
PS3,2009,Shooter,Warner Bros. Interactive Entertainment,0.14,0.1,0.01,0.04,0.29,GRIN,M,61
Wii,2009,Action,Capcom,0.15,0.07,0.05,0.02,0.29,TOSE,M,61
GBA,2001,Action,Activision,0.2,0.08,0,0.01,0.28,Digital Eclipse,E,61
X360,2012,Role-Playing,Microsoft Game Studios,0.18,0.08,0,0.02,0.28,Lionhead Studios,T,61
PS3,2011,Action,Sony Computer Entertainment,0.13,0.11,0,0.04,0.28,Zindagi Games,E10+,61
PS2,2004,Sports,Sony Computer Entertainment,0.13,0.1,0,0.03,0.27,Eurocom Entertainment Software,E,61
PS2,2007,Action,Electronic Arts,0.13,0.1,0,0.03,0.27,EA Games,E10+,61
Wii,2009,Sports,Take-Two Interactive,0.24,0,0,0.02,0.26,2K Sports,E,61
GC,2005,Action,Activision,0.19,0.05,0,0.01,0.24,7 Studios,T,61
PS2,2008,Simulation,Konami Digital Entertainment,0.12,0.09,0,0.03,0.24,Keen Games,E,61
PS3,2010,Role-Playing,Tecmo Koei,0.08,0.01,0.13,0.01,0.24,Gust,M,61
PS,1998,Fighting,Namco Bandai Games,0.13,0.09,0,0.02,0.23,Natsume,T,61
XB,2003,Shooter,Activision,0.17,0.05,0,0.01,0.23,Gratuitous Games,M,61
PS2,2003,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23,989 Sports,E,61
PS2,2003,Action,Kemco,0.11,0.09,0,0.03,0.23,Bits Studios,M,61
PS2,2004,Fighting,Namco Bandai Games,0.03,0.02,0.17,0.01,0.22,Aki Corp.,T,61
Wii,2008,Fighting,Electronic Arts,0.19,0.01,0,0.02,0.22,EA Canada,T,61
Wii,2008,Sports,Activision,0.2,0,0,0.02,0.22,FUN Labs,E,61
DS,2007,Strategy,Sega,0.2,0,0,0.02,0.22,Climax Entertainment,E,61
X360,2009,Action,D3Publisher,0.11,0.09,0,0.02,0.22,Papaya Studios,E10+,61
PS2,2003,Sports,Electronic Arts,0.11,0.08,0,0.03,0.22,HB Studios Multimedia,E,61
X360,2011,Action,Bethesda Softworks,0.13,0.06,0,0.02,0.22,InXile Entertainment,M,61
GBA,2002,Shooter,TDK Mediactive,0.15,0.06,0,0,0.21,Lucky Chicken,E,61
PS3,2008,Racing,THQ,0.1,0.08,0,0.03,0.21,2XL Games,E,61
X360,2010,Shooter,Namco Bandai Games,0.11,0.08,0,0.02,0.21,Volatile Games,M,61
PS3,2013,Shooter,Capcom,0.07,0.05,0.06,0.02,0.21,Spark Unlimited,T,61
PS3,2011,Action,Sega,0.1,0.06,0,0.03,0.19,Next Level Games,T,61
DS,2006,Fighting,Namco Bandai Games,0.02,0.01,0.16,0,0.19,Takara Tomy,T,61
PSP,2005,Platform,Konami Digital Entertainment,0.17,0,0,0.01,0.19,Backbone Entertainment,T,61
PS3,2010,Sports,Ubisoft,0.11,0.05,0,0.03,0.19,Ubisoft Montreal,T,61
PS3,2009,Racing,THQ,0.14,0.03,0,0.02,0.18,Incinerator Games,E,61
XB,2005,Role-Playing,Midway Games,0.14,0.04,0,0.01,0.18,Midway,T,61
XB,2001,Shooter,Konami Digital Entertainment,0.14,0.04,0,0.01,0.18,KCE Studios,E,61
GC,2001,Platform,Ubisoft,0.14,0.04,0,0,0.18,Ubisoft Montreal,E,61
GBA,N/A,Action,Unknown,0.13,0.05,0,0,0.17,Artificial Mind and Movement,E10+,61
PS3,2009,Sports,Spike,0.16,0,0,0.01,0.17,2K Sports,E,61
GC,2003,Platform,Vivendi Games,0.13,0.03,0,0,0.17,Inevitable Entertainment,E,61
GBA,2005,Action,Electronic Arts,0.12,0.05,0,0,0.17,Vicarious Visions,E10+,61
PS3,2011,Action,Warner Bros. Interactive Entertainment,0.09,0.05,0,0.02,0.17,Double Helix Games,T,61
X360,2009,Sports,Focus Home Interactive,0.13,0.02,0,0.01,0.16,Cyanide,T,61
PS,2000,Shooter,Fox Interactive,0.09,0.06,0,0.01,0.16,Argonaut Games,M,61
Wii,2008,Simulation,Majesco Entertainment,0.14,0.01,0,0.01,0.16,Torus Games,E,61
PS2,2002,Shooter,Konami Digital Entertainment,0.08,0.06,0,0.02,0.16,KCET,M,61
PS3,2010,Action,Electronic Arts,0.11,0.03,0,0.02,0.16,EA Bright Light,E,61
X360,2010,Sports,Ubisoft,0.1,0.05,0,0.01,0.16,Ubisoft Montreal,T,61
GC,2003,Platform,Konami Digital Entertainment,0.12,0.03,0,0,0.15,Konami,E,61
XB,2004,Shooter,Atari,0.11,0.03,0,0.01,0.15,Zombie,T,61
PSP,2008,Role-Playing,Acquire,0.06,0,0.08,0.01,0.14,Zerodiv,T,61
X360,2007,Racing,Tecmo Koei,0.12,0,0,0.01,0.13,Koei,E10+,61
DS,2005,Platform,Disney Interactive Studios,0.11,0.01,0,0.01,0.13,Artificial Mind and Movement,E,61
XB,2002,Action,Microsoft Game Studios,0.1,0.03,0,0,0.13,Jaleco Entertainment,T,61
Wii,2006,Action,Ubisoft,0.1,0.01,0,0.01,0.13,Ubisoft Shanghai,M,61
PSP,2006,Action,Ubisoft,0.11,0.01,0,0.01,0.13,Ubisoft Montreal,T,61
X360,2006,Action,Tecmo Koei,0.11,0.01,0,0.01,0.13,Omega Force,T,61
DS,2007,Platform,System 3 Arcade Software,0.11,0,0,0.01,0.12,System 3,E,61
DS,2007,Fighting,THQ,0.11,0,0,0.01,0.12,Amaze Entertainment,T,61
DS,2007,Racing,THQ,0.11,0,0,0.01,0.12,Rainbow Studios,E,61
DS,2007,Misc,Konami Digital Entertainment,0.11,0,0,0.01,0.12,1st Playable Productions,T,61
PS2,2007,Role-Playing,Sting,0.05,0.04,0.02,0.01,0.11,Sting,E10+,61
DS,2009,Action,Electronic Arts,0.09,0.01,0,0.01,0.1,Artificial Mind and Movement,E10+,61
PSP,2005,Sports,Sony Computer Entertainment,0.1,0,0,0.01,0.1,Page 44 Studios,E,61
DS,2007,Puzzle,Sega,0.09,0,0,0.01,0.1,Sega,E,61
X360,2007,Sports,Ubisoft,0.09,0,0,0.01,0.1,Ubisoft,E10+,61
XB,2006,Platform,Activision,0.07,0.02,0,0,0.1,Edge of Reality,E10+,61
PC,2014,Racing,Codemasters,0,0.09,0,0.01,0.1,Codemasters Birmingham,E,61
XB,2005,Simulation,Ubisoft,0.07,0.02,0,0,0.09,Cyberlore Studios,M,61
PS,2000,Action,Sony Computer Entertainment,0.05,0.04,0,0.01,0.09,Argonaut Games,E,61
PS2,2003,Racing,Acclaim Entertainment,0.05,0.04,0,0.01,0.09,Climax Group,E,61
PS2,2004,Role-Playing,Sega,0.05,0.04,0,0.01,0.09,Nex Entertainment,T,61
DS,2005,Misc,Sega,0.08,0,0,0.01,0.09,TOSE,T,61
PSP,2007,Sports,Take-Two Interactive,0.08,0,0,0.01,0.09,Visual Concepts,E,61
3DS,2011,Puzzle,Hudson Soft,0.05,0.03,0,0.01,0.08,NATSUME ATARI Inc.,E,61
PS2,2002,Sports,Electronic Arts,0.04,0.03,0,0.01,0.08,Silicon Dreams,E,61
X360,2011,Simulation,bitComposer Games,0.06,0.02,0,0.01,0.08,Games Farm,T,61
GBA,2001,Platform,Hudson Entertainment,0.06,0.02,0,0,0.08,Artoon,E,61
PS3,2010,Sports,Activision,0.07,0,0,0.01,0.08,Now Production,E,61
PSP,2006,Action,Electronic Arts,0.07,0,0,0.01,0.08,Rebellion,T,61
GC,2002,Platform,Atari,0.06,0.02,0,0,0.08,Blitz Games,E,61
PSP,2005,Platform,Namco Bandai Games,0.07,0,0,0.01,0.07,Blitz Games,E,61
PSP,2008,Fighting,Ignition Entertainment,0.07,0,0,0,0.07,SNK Playmore,T,61
PC,2010,Simulation,Deep Silver,0.02,0.04,0,0.01,0.07,ValuSoft,T,61
PC,N/A,Action,Deep Silver,0,0.07,0,0.01,0.07,Techland,M,61
PSP,2005,Adventure,Atari,0.06,0,0,0.01,0.07,G-Artists,T,61
PS2,2003,Adventure,Sony Computer Entertainment,0.03,0.03,0,0.01,0.07,SCEJ,M,61
GC,2003,Action,Electronic Arts,0.05,0.01,0,0,0.07,Point of View,M,61
PS2,2004,Strategy,Crave Entertainment,0.03,0.03,0,0.01,0.07,Zed Two Limited,T,61
PC,2011,Strategy,Focus Home Interactive,0.01,0.05,0,0.01,0.07,Monte Cristo Multimedia,E,61
DS,2009,Strategy,Deep Silver,0.06,0,0,0,0.06,Gammick Entertainment,T,61
GBA,2005,Platform,Ubisoft,0.05,0.02,0,0,0.06,Backbone Entertainment,E,61
PSP,2011,Role-Playing,FuRyu,0,0,0.06,0,0.06,FuRyu,T,61
PS2,2003,Misc,TDK Mediactive,0.03,0.02,0,0.01,0.06,Mass Media,E,61
DS,2007,Puzzle,Square Enix,0.06,0,0,0,0.06,Taito Corporation,E,61
DS,2008,Sports,Activision,0.06,0,0,0,0.06,Black Lantern Studios,E,61
DS,2008,Adventure,Arc System Works,0.05,0,0,0,0.06,WorkJam,M,61
DS,2006,Puzzle,Konami Digital Entertainment,0.05,0,0,0,0.06,Hudson,E,61
XB,2004,Action,Konami Digital Entertainment,0.04,0.01,0,0,0.05,Krome Studios,T,61
PC,2015,Racing,Codemasters,0,0.05,0,0,0.05,Codemasters,E,61
PC,2011,Action,Bethesda Softworks,0.03,0.01,0,0,0.05,InXile Entertainment,M,61
PC,2009,Role-Playing,DTP Entertainment,0,0.04,0,0.01,0.05,Deck 13,T,61
GC,2002,Sports,Vivendi Games,0.04,0.01,0,0,0.05,Papaya Studios,E,61
GBA,2002,Shooter,BAM! Entertainment,0.03,0.01,0,0,0.05,Crawfish Interactive,T,61
GC,2002,Platform,Ubisoft,0.03,0.01,0,0,0.04,Ubisoft Montreal,E,61
PS2,2003,Action,Sega,0.02,0.02,0,0.01,0.04,Access Games,M,61
XB,2003,Fighting,Hudson Soft,0.03,0.01,0,0,0.04,Eighting/Raizing,T,61
GBA,2004,Action,Electronic Arts,0.03,0.01,0,0,0.04,Magic Pockets,T,61
XB,2005,Fighting,Capcom,0.03,0.01,0,0,0.04,Capcom,T,61
PC,2013,Shooter,Capcom,0,0.04,0,0,0.04,Spark Unlimited,T,61
PS4,2015,Fighting,Namco Bandai Games,0,0,0.03,0,0.03,CyberConnect2,T,61
XB,2006,Misc,Myelin Media,0.02,0.01,0,0,0.03,5000ft,T,61
PS2,2001,Sports,Ubisoft,0.02,0.01,0,0,0.03,Krome Studios,E,61
XB,2004,Strategy,JoWood Productions,0.02,0.01,0,0,0.03,,,61
XB,2003,Racing,Xicat Interactive,0.02,0.01,0,0,0.03,Kuju Entertainment,E,61
PSP,2006,Racing,Codemasters,0.01,0,0,0,0.02,Supersonic Software,E,61
DS,2005,Simulation,JoWood Productions,0.01,0.01,0,0,0.01,Spike,T,61
PC,2007,Shooter,Vivendi Games,0.01,0,0,0,0.01,TimeGate Studios,M,61
DS,2007,Misc,Destineer,0.01,0,0,0,0.01,Magellan Interactive,T,61
GC,2002,Adventure,TDK Mediactive,0.01,0,0,0,0.01,Boston Animation,T,61
PC,2007,Racing,THQ,0,0.01,0,0,0.01,Juice Games,T,61
PS4,2016,Role-Playing,Kalypso Media,0.01,0,0,0,0.01,Kalypso,T,61
PC,2011,Shooter,Destineer,0.01,0,0,0,0.01,Atomic Games,T,61
Wii,2007,Misc,Nintendo,3.74,2.24,1.58,0.7,8.27,Hudson,E,62
PS,2000,Action,Atari,2.36,2.1,0.02,0.25,4.73,Reflections Interactive,T,62
PS2,2003,Action,Atari,1.78,1.12,0.09,0.19,3.18,Shiny Entertainment,T,62
PS2,2007,Racing,Electronic Arts,0.69,0,0.04,1.68,2.41,Black Box,E10+,62
PS2,2004,Action,THQ,0.96,1.08,0.04,0.3,2.37,Heavy Iron Studios,T,62
Wii,2009,Sports,Ubisoft,1.49,0.46,0,0.18,2.12,Ubisoft,E,62
DS,2005,Role-Playing,Nintendo,1.15,0.04,0.83,0,2.02,ChunSoft,E,62
Wii,2009,Adventure,Nintendo,0.53,0.16,0.42,0.06,1.17,Creatures Inc.,E,62
PS4,2014,Sports,Take-Two Interactive,0.39,0.57,0,0.19,1.15,Yuke's,T,62
GC,2003,Action,THQ,0.69,0.18,0,0.02,0.89,Traveller's Tales,E,62
Wii,2008,Simulation,505 Games,0.51,0.27,0.01,0.08,0.87,Cooking Mama Limited,E,62
PS2,2002,Racing,Empire Interactive,0.41,0.32,0,0.11,0.84,Eutechnyx,T,62
Wii,2010,Adventure,Ubisoft,0.21,0.46,0,0.08,0.75,Ubisoft,E10+,62
GBA,2004,Misc,Nintendo,0.5,0.18,0,0.01,0.69,Fuse Games Limited,E,62
Wii,2009,Action,Activision,0.59,0.03,0,0.05,0.66,Now Production,E,62
3DS,2012,Action,Activision,0.38,0.2,0,0.05,0.63,Exient Entertainment,E,62
GC,2002,Misc,Namco Bandai Games,0.48,0.13,0,0.02,0.63,Mass Media,E,62
GBA,2004,Action,Atari,0.44,0.16,0,0.01,0.61,Webfoot Technologies,E,62
PS3,2013,Action,Deep Silver,0.26,0.19,0.07,0.09,0.6,Techland,M,62
PS2,2004,Racing,THQ,0.29,0.23,0,0.08,0.59,Climax Group,E,62
GC,2002,Platform,Universal Interactive,0.46,0.12,0,0.02,0.59,Traveller's Tales,E,62
X360,2007,Shooter,Midway Games,0.29,0.22,0,0.06,0.57,Midway Studios - Austin,T,62
Wii,2009,Action,THQ,0.22,0.28,0,0.06,0.56,Asobo Studio,E10+,62
WiiU,2015,Action,Warner Bros. Interactive Entertainment,0.3,0.18,0,0.05,0.53,Traveller's Tales,E10+,62
Wii,2007,Action,Take-Two Interactive,0.25,0.23,0,0.06,0.53,Rockstar Toronto,M,62
GBA,2002,Platform,THQ,0.37,0.14,0,0.01,0.51,Digital Eclipse,E,62
PSP,2004,Action,Tecmo Koei,0.18,0,0.3,0.02,0.51,Koei,T,62
Wii,2007,Action,THQ,0.43,0.03,0,0.04,0.5,Asobo Studio,E,62
GBA,2004,Racing,Zoo Digital Publishing,0.35,0.13,0,0.01,0.48,Pocketeers,E,62
X360,2010,Shooter,Activision,0.2,0.23,0,0.05,0.47,Bizarre Creations,T,62
PS2,2004,Fighting,Atari,0.23,0.18,0,0.06,0.47,"Pipeworks Software, Inc.",T,62
GBA,2002,Misc,Infogrames,0.33,0.12,0,0.01,0.46,ImaginEngine,E,62
